location,Followers,Hashtags,Username,Datetime,Text,Original,Unlemmatize
,256,"['apex', 'apexlegends', 'overwatch', 'politics', 'black', 'car', 'apple', 'finance', 'live', 'timessquare', 'business', 'smallbussiness', 'sports', 'tiktok', 'iphone', 'gaming', 'cars', 'vehicle', 'overwatch2', 'tweets', 'weather', 'brooklyn', 'kpop', 'entertainment', 'hollywood', 'entrepreneur']",Chuckbuck__,2022-12-29 23:21:09+00:00,"['flatline', 'delivers', 'kill']",Flatline always delivers the kills,flatline delivers kills
El Salvador,238,['PS4live'],SpiderBoySV,2022-12-29 23:21:04+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
"Dallas, TX",573,,botisimostreams,2022-12-29 23:20:44+00:00,"['live', 'now', 'playing', 'apex', 'legend', 'come', 'hang', 'out', 'with', 'hxrvicey', 'amp', 'show', 'some']",Live Now Playing Apex Legends! Come Hang Out With HxrvIceY &amp; Show Some,live now playing apex legends come hang out with hxrvicey amp show some
Canada,126,,TORgauravk,2022-12-29 23:20:11+00:00,"['living', 'dream', ""don't"", 'wake', 'please', ""you're"", 'welcome', 'watch', 'learning', 'ranked', 'rope']",living a dream so don't wake me up please.. but you're welcome to watch learning the ranked ropes with and,living dream don't wake please you're welcome watch learning ranked ropes
"Chicago, IL",120,"['PS5Share', 'ApexLegends']",Ovad0s3,2022-12-29 23:20:06+00:00,"['i', 'v', 'lost']","I couldnt v3 so we lost ,",i v lost 
,469,['ApexLegends'],ApexTop10,2022-12-29 23:19:42+00:00,"['top', 'fuhhnq', 'timeclub', 'kborrow', 'zachmazer', 'furia', 'hiswattson', 'tttcheekyttt_sbi', 'dutchvand', 'tao', 'w', 'ventis', 'zaine', 'afuwu', 'w']","TOP10 (89,822) Fuhhnq (76,480) TimeClub-kBorrow (72,376) Zachmazer4 (61,676) FURIA HisWattson5 (60,486) tttcheekyttt_SBI6 (59,418) dutchvand7 (57,568) Tao-w-8 (56,279) Ventis9 (53,544) Zaine (52,260) AFuwu-w-",top fuhhnq timeclub kborrow zachmazer furia hiswattson tttcheekyttt_sbi dutchvand tao w ventis zaine afuwu w 
Japan,1555,"['Vtuber', 'ApexLegends', 'VTuberUprising']",Aivee_Fawkes,2022-12-29 23:19:36+00:00,"['vtuber', 'apex', 'legendssolo', 'q', 'fox', 'princess', 'gold', 'platinum', 'push', 'aivee', 'fawkeslets', 'get', 'it', 'let', 'platinum', 'p', 'm', 'jst', 'p', 'm', 'pt', 'twitch']",Vtuber Apex LegendsSolo Q Fox Princess Gold to Platinum Push | Aivee FawkesLets Get it!Lets get to Platinum!8:30 p.m. JST / :30p.m. PT on Twitch!,vtuber apex legendssolo q fox princess gold platinum push aivee fawkeslets get it lets platinum p m jst p m pt twitch 
"Kansas City, MO",29,,iLL3st1_,2022-12-29 23:18:18+00:00,"['clean', 'havent', 'seen', 'minute']",Clean havent seen that one for a minute!,clean havent seen minute 
"Bronx, New York",384,,SonOfChar0079,2022-12-29 23:17:51+00:00,"['i', ""don't"", 'play', 'apex', 'legend', 'anymore']",I don't play Apex Legends anymore.,i don't play apex legends anymore 
,4471,,Fr0sty_T7,2022-12-29 23:17:38+00:00,"['mirage', 'lord']",from the mirage lord himself,mirage lord
,15,,cokaconda,2022-12-29 23:15:12+00:00,"['good', 'team', 'based', 'game', 'ha', 'a', 'vc', 'buggy', 'allow', 'player', 'adjust', 'volume', 'player', 'specifically', 'like', 'val', 'penalty', 'system', 'apex', 'support', 'idea', 'team', 'based', 'game', 'outside', 'legend', 'ability', 'heatshields', 'mobile']","everything what a good team-based game has.A vc that is not buggy, allow players to adjust the volume of players specifically like Val, penalty systems. Apex has nothing that supports the idea of a ""team based game"" outside from legend abilities and heatshields/mobiles",good team based game has a vc buggy allow players adjust volume players specifically like val penalty systems apex supports idea team based game outside legend abilities heatshields mobiles
"Johannesburg, South Africa",44,,DoumanTristan,2022-12-29 23:14:39+00:00,"['festivity', 'trying', 'beat', 'them', 'platinum', 'lobby', 'help', 'affiliated', 'highly', 'appreciated', 'gaming', 'geek']",Festivities Trying to beat them... PLATINUM LOBBIES Help me get Affiliated will be highly appreciated Gaming Geek !!,festivities trying beat them platinum lobbies help affiliated highly appreciated gaming geek 
,19,,Bigmacfrikadel1,2022-12-29 23:14:04+00:00,"['some', 'month', 'ago', 'i', 'saw', 'ppl', 'clowning', 'ppl', 'said', 'dead', 'game', 'current', 'state', 'i', 'agree', 'unfortunately']","Some months ago I saw ppl clowning on ppl who said ""dead game"" but at the current state I can just agree unfortunately",some months ago i saw ppl clowning ppl said dead game current state i agree unfortunately
May 4th,159,['PS4live'],McguireZen,2022-12-29 23:14:03+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
,259,,AstrxBxy_,2022-12-29 23:11:22+00:00,"['playing', 'apex', 'legend', 'live']",Playing Apex Legends live at,playing apex legends live
,78,,bludgeonParagon,2022-12-29 23:11:10+00:00,"['honestly', 'respawn', 'unbothered', ""they're"", 'deep', 'apex', 'legend', 'money', 'pit', 'i', ""wouldn't"", 'mind', 'microsoft', 'moneyhatted', 'titanfall', 'campaign', 'sake', 'exclusive', 'god', 'titanfall', 'content']",Honestly Respawn seem so unbothered to make another one now that they're deep in the Apex Legends money pit I wouldn't mind if Microsoft moneyhatted a Titanfall campaign just for the sake of an exclusive. God just give us more Titanfall content somehow,honestly respawn unbothered they're deep apex legends money pit i wouldn't mind microsoft moneyhatted titanfall campaign sake exclusive god titanfall content
UK,1109,"['ApexLegends', 'XboxShare']",FatalGamingTtv,2022-12-29 23:10:29+00:00,"['nice', 'dub']",Nice dub,nice dub
,95,,Spicy7ortiya,2022-12-29 23:10:18+00:00,"['happie', 'that', 'man', 'these', 'ppl', 'family']","Happie, you cant be doing that, man. These ppl have families",happie that man these ppl families
,4,"['ApexLegends', 'pubs', 'apexlegends']",Everygamebots,2022-12-29 23:09:29+00:00,"['and', 'here', 'cringe', 'kid', 'telling', 'person', 'read', 'pawn', 'close', 'enemy', 'like', 'dumb', 'af', 'kill']",And heres a cringe kid telling the other person to read pawn is close to enemys like they dumb af with one kill,and heres cringe kid telling person read pawn close enemys like dumb af kill
,215,,PSNCubehead14,2022-12-29 23:08:55+00:00,"['lmk', 'u', 'wanna', 'run', 'trio']",Lmk if u wanna run trio,lmk u wanna run trio
PS5,16,"['PS5Share', 'ApexLegends']",Saxult,2022-12-29 23:08:35+00:00,"['sax', 'where', 'you', 'at']",", SAX WHERE YOU AT??!!""", sax where you at 
,4,"['pubs', 'apexlegends']",Everygamebots,2022-12-29 23:08:26+00:00,"['here', 'loser', 'doesnt', 'know', 'play', 'pub', 'saying', 'revive', 'i', 'had', 'giving', 'weapom', 'dumb', 'im', 'it', 'going', 'come', 'revive', 'i', 'loser', 'dick', 'dumb', 'caus', 'wyoi', 'left', 'like', 'i', 'wasnt', 'going', 'win', 'fuck', 'yous']",Heres a loser that doesnt know how to play pubs and saying revive me when I had. Giving weapom are you dumb Im. It going to come revive you while I have three losers on my dick are you dumb must be caus wyoi left like I wasnt going to win fuck yous in in,heres loser doesnt know play pubs saying revive i had giving weapom dumb im it going come revive i losers dick dumb caus wyoi left like i wasnt going win fuck yous
,63,"['streamer', 'twitch', 'pcgamer', 'apexlegends', 'live', 'smallstreamer', 'livestream', 'twitchgamer', 'battleroyale', 'twitchstream', 'pubg']",KhaoticKron,2022-12-29 23:07:23+00:00,"['chilling', 'link', 'catch', 'live', '___']",chilling on the links below catch us live!__________________________________________,chilling links catch live __________________________________________
"Texas, USA",83,"['PZGD', 'NeverSettle', 'ps4', 'gameplay', 'Apex', 'ApexLegends']",Nomadicdamon_,2022-12-29 23:06:58+00:00,"['poor', 'pub', 'noobs']",Poor pub noobs ://,poor pub noobs 
"Iowa, USA",29,"['apexlegends', 'playapex', 'gamer', 'apexlegendspc', 'pc', 'pcgaming', 'twitch', 'streamer']",dawfnerr,2022-12-29 23:06:30+00:00,"['well', 'it', 'set', 'goal', 'season', 'actually', 'achieved', 'it', 'quite', 'game', 'doubt', 'frustration', 'rage', 'but', 'offically', 'say', 'i', 'solo', ""q'd"", 'diamond']","Well... i made it. Set a goal for myself this season, and i actually achieved it. Quite a few games i had my doubts, many frustrations, and rages. BUT i can offically say, I Solo Q'd to diamond.",well it set goal season actually achieved it quite games doubts frustrations rages but offically say i solo q'd diamond 
,20,"['ApexLegends', 'TwitchStreamers', 'twitch', 'TWICE']",DarKid1299,2022-12-29 23:06:27+00:00,"['road', 'to', 'predator', 'darkid']",Road To Predator - DarKid1299,road to predator darkid 
F/25/Loba,1488,,isa_apexm,2022-12-29 23:06:21+00:00,"['yes', 'mfer', 'yes', 'yes', 'yes', 'yes', 'loba', 'apex', 'mobile', 'legend', 'loba', 'apex', 'legend', 'mobile', 'yes']",YES MFER YES YES YES YES LOBA APEX MOBILE LEGENDS LOBA APEX LEGENDS MOBILE YES,yes mfer yes yes yes yes loba apex mobile legends loba apex legends mobile yes
,88,,shampzl_yoyo,2022-12-29 23:04:22+00:00,['truly'],Truly,truly
"Barking, London",255,['PS4live'],ZMalibou,2022-12-29 23:03:54+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
"Freedom First, Liberty Always",113,"['ApexLegends', 'gaming', 'rumblegaming', 'streaming']",Andrew5tuff,2022-12-29 23:03:42+00:00,"['get', 'locked', 'loaded', 'going', 'live', 'exclusively', 'running']","Get locked and Loaded, were going live exclusively , running some !",get locked loaded going live exclusively running 
,1240,,lone_watchman,2022-12-29 23:03:36+00:00,"['conan', 'exile', 'apex', 'legend', 'dayz', 'destiny', 'the', 'division']","Conan Exiles, Apex legends, DayZ, Destiny , The Division(1 not )",conan exiles apex legends dayz destiny the division 
,44,,TransientIdea,2022-12-29 23:03:23+00:00,"['ah', 'i', 'i', 'apex', 'legend', 'mozambique', 'bin']",Ah I see I found the Apex Legends Mozambique Bin,ah i i apex legends mozambique bin
,5,"['PS5Share', 'ApexLegends']",iiTzSweatie,2022-12-29 23:02:53+00:00,"['from', 'stream', 'early']",", From stream early", from stream early
,213,"['ApexLegends', 'twitch', 'stream']",SnipesBeams,2022-12-29 23:02:21+00:00,"['new', 'logo']",New logo! ://,new logo 
pfp: @glacier_deer,343,,kreamlip,2022-12-29 23:01:56+00:00,"['lmfao', 'i', 'gonna', 'message', 'saying', 'misclick', 'shit', 'crashed']","it was you lmfao, I was gonna message you saying it was a misclick but then my shit crashed",lmfao i gonna message saying misclick shit crashed
"Liverpool, England",553,,Dynamic_Weeb,2022-12-29 23:01:18+00:00,"['it', ""wasn't"", 'anychance']",It wasn't me by anychance???,it wasn't anychance 
"Austin, TX",225261,,Snip3down,2022-12-29 23:00:44+00:00,"['now', 'game', 'good', 'apex', 'legend', 'seen', 'number', 'growth', 'ea', 'page', 'wed', 'special']","Now if only their game was as good as Apex legends we would have seen some serious numbers growth, if only EA could take a page or two wed have something special over here",now game good apex legends seen numbers growth ea page wed special
Lonely Boat,180,"['Vtuber', 'VTuberUprising', 'ENVtubers']",KimiManju,2022-12-29 23:00:41+00:00,"['streaming', 'apex', 'legend', 'right', 'now', 'come', 'wallow', 'post', 'christmas', 'blue', 'talk', 'upcoming', 'new', 'year', 'rusty', ""i've""]",Streaming some Apex Legends right now!! Come wallow in the post Christmas blues with me and talk about the upcoming new year and see how rusty I've become,streaming apex legends right now come wallow post christmas blues talk upcoming new year rusty i've
,33,['ApexLegends'],WhiskeyStixxTV,2022-12-29 23:00:27+00:00,"['wingman', 'need', 'significant', 'rate', 'reduction']",Wingman needs a significant fire rate reduction.,wingman needs significant rate reduction 
19,105,,fknFall,2022-12-29 23:00:23+00:00,"['you', 'apex', 'legend', 'duck', 'rider']",You see these apex legend duck riders,you apex legend duck riders
"Eatontown, NJ",284,,secrtaznman1991,2022-12-29 23:00:19+00:00,"['heckin', 'love', 'apex', 'legend']",i heckin love apex legends!!!!!!!!,heckin love apex legends 
,267,,Ssalpha626,2022-12-29 23:00:14+00:00,"[""i'll""]",I'll be there,i'll
2022 CHALLENGER CHAMPIONS 🥇,1705,['BleedEmOut'],IronBloodGaming,2022-12-29 23:00:02+00:00,"['please', 'welcome', 'official', 'apex', 'legend', 'roster', 'head', 'coach', 'welcome', 'home', 'guy', ""let's"", 'gooo']",Please welcome our official Apex Legends Roster Head Coach: Welcome home guys! Let's gooo!,please welcome official apex legends roster head coach welcome home guys let's gooo 
"London, England",118,,ItsCacTusJ4cK_,2022-12-29 22:59:43+00:00,"['why', 'running', 'fam']",Why you running fam,why running fam
,26,,TaurusGibson12,2022-12-29 22:59:34+00:00,"['tf', 'i', 'kicked', 'game', 'time', 'fing', 'row', 'i', 'wtf', 'wrong', 'server', 'i', 'swear', 'im', 'quitting', 'game', 'say', 'i', 'forfeited', 'match', 'wtf']",why tf have I been kicked out the game two times in a fing row when I top ? Wtf is wrong with the servers? I swear Im quitting this game then it says I forfeited the match wtf,tf i kicked game times fing row i wtf wrong servers i swear im quitting game says i forfeited match wtf
"New York, USA",7,"['PS5Share', 'ApexLegends', 'duo', 'solo', 'undeadthanosgod']",Undead_Thanos,2022-12-29 22:59:18+00:00,"['apex', 'legend', 'last', 'team', 'erased', 'existence']","Apex Legends- Last team erased from existence. , , , ,",apex legends last team erased existence 
,5,['PS4live'],itzRahh_CD,2022-12-29 22:58:25+00:00,"['check', 'broadcast', 'playstation', 'apex', 'legend', 'live']",Check out my broadcast from my PlayStation ! (Apex Legends) live at,check broadcast playstation apex legends live
"Alvin,  TX",371,,jazmmineTV,2022-12-29 22:57:57+00:00,"['female', 'big', 'booba', 'glitter', 'dragon', 'here', 'do', 'i', 'count']",Female big booba glitter dragon here. Do I count ??,female big booba glitter dragon here do i count 
"Cleveland, OH",355,['ApexLegends'],donkillmonger,2022-12-29 22:57:24+00:00,"['check', 'apex', 'legend', 'clip', 'i', 'recorded']",Check out this Apex Legends clip I recorded with !,check apex legends clip i recorded 
Bahamas,122,"['SmallWins', 'ApexLegends']",mryellowcg,2022-12-29 22:57:23+00:00,"['the', 'yellow', 'fellow', 'live', 'join', 'witness', 'world', 'boss', 'noobs', 'conquer']","The Yellow fellow is live, join now to witness worlds, bosses, noobs, and more get conquer!",the yellow fellow live join witness worlds bosses noobs conquer 
"Toronto🇨🇦 , YouTube🏁",118,,swaggfaceceo,2022-12-29 22:56:19+00:00,"['im', 'built', 'like']",Im built like that,im built like
,135,"['ENVtuber', 'VtubersUprising', 'VtuberSupport']",ToniMikamo,2022-12-29 22:55:40+00:00,"['about', 'hit', 'apex', 'legend', 'p', 'est', 'p', 'pt', 'watch', 'pew', 'pew', 'baddie']",About to hit up some Apex Legends at p EST/ p PT. Watch me pew pew the baddies!,about hit apex legends p est p pt watch pew pew baddies 
"Shinjuku City, Japan",2097,,kunai_queen,2022-12-29 22:55:02+00:00,"['this', 'rarest', 'apex', 'legend', 'badge', 'day']",This will be the rarest Apex Legends badge one day.,this rarest apex legends badge day 
"Toronto, Ontario",41,"['ApexLegends', 'swfc', 'AndrewTate', 'China', 'pnefc', 'gaming', 'apexlegendsmobile']",swaggfaceyt,2022-12-29 22:54:32+00:00,"['they', 'movement', 'god', 'i', 'understand', 'true', 'purpose']",They call me a movement god I understand now my true purpose,they movement god i understand true purpose
From Down Unda,454,"['ApexLegends', 'Apex', 'SoloDuo', 'Win']",iiKurk,2022-12-29 22:54:21+00:00,"['feelin', 'pathy']",been feelin Pathy.,feelin pathy 
Tasmania Australia,874,,BULLSEYENICK198,2022-12-29 22:54:17+00:00,"['legit', 'random', 'help', 'k', 'i', 'help', 'hound', 'doesnt', 'look', 'bad', 'bomb', 'k', 'cheeky', 'fucker']",Legit just had a random on say Help me get a k I only have of them myself how about you help me get so Hound doesnt look bad with the bomb but only a k cheeky fucker,legit random help k i help hound doesnt look bad bomb k cheeky fucker
,4,['ApexLegends'],kevenkr7,2022-12-29 22:54:15+00:00,"['check', 'apex', 'legend', 'clip', 'i', 'recorded']",Check out this Apex Legends clip I recorded with !,check apex legends clip i recorded 
She/Her,78,"['ApexLegends', 'ApexLedgends']",SquishiestRosie,2022-12-29 22:53:43+00:00,"['based', 'ranked', 'game', 'got', 'like', 'rp']",Based ranked game? Got like RP,based ranked game got like rp
United States,297,,Copacaxi,2022-12-29 22:53:22+00:00,"['hii', 'i', 'love', 'participate', 'this', 'also', 'gonna', 'tag', 'amp']",Hii!! I would love to participate in this! Also gonna tag &amp;,hii i love participate this also gonna tag amp 
"USA,Florida",61,"['twitch', 'SmallStreamersConnect', 'twitchaffiliate', 'Warzone', 'ApexLegends', 'streamers', 'gamer']",Ameliastreamer,2022-12-29 22:53:15+00:00,"['hey', 'looking', 'overlay', 'come', 'dm', 'info']",Hey looking for a overlay? come dm for more info,hey looking overlay come dm info
"Lethe, Jamaica",59,,von_waterz,2022-12-29 22:53:14+00:00,"['cross', 'progression']",Cross progression please !!!!!!,cross progression 
,475,"['apexlegends', 'twitchstreamer', 'twitch', 'gaming', 'charity']",Doctor_Utopia,2022-12-29 22:52:32+00:00,"['apex', 'charity', 'stream', 'now', ""let's"", 'fun']",Apex Charity Stream Now!!! Let's have some fun!,apex charity stream now let's fun 
,154,,GAME_introduce7,2022-12-29 22:52:30+00:00,"['apex', 'legend', 'video', 'postapex', 'legend', 'three', 'people', 'choose', 'different', 'legend', 'fight', 'pair', 'click', 'link', 'watch', 'now']",Apex Legends Video PostApex Legends:Three people choose different legends and fight as a pair.click the link below to watch now:1:,apex legends video postapex legends three people choose different legends fight pair click link watch now 
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile', 'talkwithbecky', 'UkraineRussiaWar', 'bcafc', 'SMapologizetoJaemin']",swaggfaceyt,2022-12-29 22:52:15+00:00,"['i', 'do', 'i', 'want', 'comeon']",I Do what I want when that comeon,i do i want comeon
"North Rhine-Westphalia, GER",43,,Herbsti_100,2022-12-29 22:51:44+00:00,"['apex', 'legend', 'losing', 'pain', 'winning', 'pain']","Apex Legends: losing is pain, but winning is pain too",apex legends losing pain winning pain
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile', 'Prabhas', 'COVID19', 'RipLegend', 'TAEHYUNGDAY']",swaggfaceyt,2022-12-29 22:51:23+00:00,"['movement', 'god', 'rhapsody', 'best']",Movement God Rhapsody this what the best do,movement god rhapsody best
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile']",swaggfaceyt,2022-12-29 22:49:19+00:00,"['i', 'do', 'i', 'want', 'comeon']",I Do what I want when that comeon,i do i want comeon
,3081,,NighteStudios,2022-12-29 22:49:04+00:00,"['thank', 'you']",Thank you!,thank you 
,251,,JTNap6,2022-12-29 22:47:55+00:00,"['me', 'irl', 'saying', 'forever', 'ranked', 'duo', 'instead', 'ranked', 'map', 'half', 'season', 'switch', 'map', 'day', 'hr', 'timer']",Me and the IRL have been saying this forever. Ranked duos and instead of ranked map for half the season switch between all maps every day or on a -6 hr timer.,me irl saying forever ranked duos instead ranked map half season switch maps day hr timer 
