location,Followers,Hashtags,Username,Datetime,Text
"Freedom First, Liberty Always",113,"['ApexLegends', 'gaming', 'rumblegaming', 'streaming']",Andrew5tuff,2022-12-29 23:03:42+00:00,"Get locked and Loaded, we’re going live exclusively @rumblevideo, running some @Respawn‘s #ApexLegends!

https://t.co/SqHP5phgLp

#gaming #rumblegaming #streaming
@svrw_jr @OnLocals @chrispavlovski"
,1240,,lone_watchman,2022-12-29 23:03:36+00:00,"@ShiLLin_ViLLian Conan Exiles, Apex legends, DayZ, Destiny 2, The Division(1 not 2)"
,44,,TransientIdea,2022-12-29 23:03:23+00:00,Ah I see I found the Apex Legends Mozambique Bin https://t.co/dW7jvP7frL
,5,"['PS5Share', 'ApexLegends']",iiTzSweatie,2022-12-29 23:02:53+00:00,"#PS5Share, #ApexLegends From stream early 🙂 https://t.co/ygAarQqDXp"
,213,"['ApexLegends', 'twitch', 'stream']",SnipesBeams,2022-12-29 23:02:21+00:00,"New logo! 
#ApexLegends #twitch #stream
https://t.co/koD1xPCY4m"
pfp: @glacier_deer,343,,kreamlip,2022-12-29 23:01:56+00:00,"@Dynamic_Weeb @PlayApex it was you lmfao, I was gonna message you saying it was a misclick but then my shit crashed 💀💀"
"Liverpool, England",553,,Dynamic_Weeb,2022-12-29 23:01:18+00:00,@kreamlip @PlayApex It wasn't me by anychance??? 😂😭
"Austin, TX",225261,,Snip3down,2022-12-29 23:00:44+00:00,"@Unit_Shawn @AceTv Now if only their game was as good as Apex legends we would have seen some serious numbers growth, if only EA could take a page or two we’d have something special over here"
Lonely Boat,180,"['Vtuber', 'VTuberUprising', 'ENVtubers']",KimiManju,2022-12-29 23:00:41+00:00,"Streaming some Apex Legends right now!! Come wallow in the post Christmas blues with me and talk about the upcoming new year 😳 and see how rusty I've become 😩

#Vtuber #VTuberUprising #ENVtubers 

https://t.co/elKPturkpI"
,33,['ApexLegends'],WhiskeyStixxTV,2022-12-29 23:00:27+00:00,Wingman needs a significant fire rate reduction. #ApexLegends
19,105,,fknFall,2022-12-29 23:00:23+00:00,@Luvifys You see these apex legend duck riders
"Eatontown, NJ",284,,secrtaznman1991,2022-12-29 23:00:19+00:00,"i heckin love apex legends!!!!!!!!

https://t.co/2XGrY283pH"
,267,,Ssalpha626,2022-12-29 23:00:14+00:00,@Sk8tergirl116 @PlayApex I'll be there
2022 CHALLENGER CHAMPIONS 🥇,1705,['BleedEmOut'],IronBloodGaming,2022-12-29 23:00:02+00:00,"Please welcome our official Apex Legends Roster 🔥

⚫️ @StrafingFlame 
🔴 @ThePlayerKay 
⚫️ @panayie 

Head Coach: @OCELowKey 

Welcome home guys! Let's gooo!🩸

#BleedEmOut 🔥 https://t.co/pbbpNYsi51"
"London, England",118,,ItsCacTusJ4cK_,2022-12-29 22:59:43+00:00,Why you running fam @PlayApex https://t.co/HgaSSrENo4
,26,,TaurusGibson12,2022-12-29 22:59:34+00:00,@PlayApex why tf have I been kicked out the game two times in a fing row when I top 2? Wtf is wrong with the servers? I swear I’m quitting this game then it says I forfeited the match wtf
"New York, USA",7,"['PS5Share', 'ApexLegends', 'duo', 'solo', 'undeadthanosgod']",Undead_Thanos,2022-12-29 22:59:18+00:00,"Apex Legends- Last team erased from existence.  #PS5Share, #ApexLegends, #duo, #solo, #undeadthanosgod https://t.co/ziVtEhBk7J"
,5,['PS4live'],itzRahh_CD,2022-12-29 22:58:25+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/lv9xfZR9FU
"Alvin,  TX",371,,jazmmineTV,2022-12-29 22:57:57+00:00,@HisandHersLive @PlayApex 👀 Female big booba glitter dragon here. Do I count ?? 😬
"Cleveland, OH",355,['ApexLegends'],donkillmonger,2022-12-29 22:57:24+00:00,"Check out this Apex Legends clip I recorded with https://t.co/xVUQXoFMjh! #ApexLegends

🔗 https://t.co/0K9V60oKiM https://t.co/scj3AyKS5N"
Bahamas,122,"['SmallWins', 'ApexLegends']",mryellowcg,2022-12-29 22:57:23+00:00,"The Yellow fellow is live, join now to witness worlds, bosses, noobs, and more get conquer!
https://t.co/S1278Ku4gQ

#SmallWins #ApexLegends"
"Toronto🇨🇦 , YouTube🏁",118,,swaggfaceceo,2022-12-29 22:56:19+00:00,@swaggfaceyt @lildurk @PlayApex @PlayApexMobile Im built like that
,135,"['ENVtuber', 'VtubersUprising', 'VtuberSupport']",ToniMikamo,2022-12-29 22:55:40+00:00,"About to hit up some Apex Legends at 7p EST/ 4p PT. Watch me pew pew the baddies!⚡️

#ENVtuber #VtubersUprising #VtuberSupport https://t.co/mowwBRTtIw"
"Shinjuku City, Japan",2097,,kunai_queen,2022-12-29 22:55:02+00:00,This will be the rarest Apex Legends badge one day. 👏🏻 https://t.co/UcRtF3FBgD
"Toronto, Ontario",41,"['ApexLegends', 'swfc', 'AndrewTate', 'China', 'pnefc', 'gaming', 'apexlegendsmobile']",swaggfaceyt,2022-12-29 22:54:32+00:00,They call me a movement god I understand now my true purpose 🚀🧘🏽‍♂️  @PlayApex @PlayApexMobile @PlayApexEsports @swaggfaceceo #ApexLegends #swfc #AndrewTate #China #pnefc #gaming #apexlegendsmobile https://t.co/0mCsDip0Ry
From Down Unda,454,"['ApexLegends', 'Apex', 'SoloDuo', 'Win']",iiKurk,2022-12-29 22:54:21+00:00,"been feelin Pathy. ❤️📈

#ApexLegends #Apex #SoloDuo #Win 
@PlayApex https://t.co/dlJNpvhAWG"
Tasmania Australia,874,,BULLSEYENICK198,2022-12-29 22:54:17+00:00,Legit just had a random on @PlayApex say “Help me get a 4k” 🤦‍♂️ I only have 2 of them myself how about you help me get 1 so Hound doesn’t look bad with the 20 bomb but only a 3k 😂🤣 cheeky fucker 👀 @MikeRacksSweaty @BlazedRTs
,4,['ApexLegends'],kevenkr7,2022-12-29 22:54:15+00:00,"Check out this Apex Legends clip I recorded with https://t.co/Bv6aMuwpWi! #ApexLegends

🔗 https://t.co/CEhb0aAioW https://t.co/c0JDWgpr6Z"
She/Her,78,"['ApexLegends', 'ApexLedgends']",SquishiestRosie,2022-12-29 22:53:43+00:00,"Based ranked game? Got like 450 RP

#ApexLegends #ApexLedgends https://t.co/dClj4OXuvI"
United States,297,,Copacaxi,2022-12-29 22:53:22+00:00,@HisandHersLive @PlayApex Hii!! I would love to participate in this! Also gonna tag @GhettoMystery &amp; @RouxaliaStiles 😊
"USA,Florida",61,"['twitch', 'SmallStreamersConnect', 'twitchaffiliate', 'Warzone', 'ApexLegends', 'streamers', 'gamer']",Ameliastreamer,2022-12-29 22:53:15+00:00,"Hey looking for a overlay? come dm for more info
@BlazedRTs

@PromoteAMGamers

@rtsmallstreams

@SupStreamers

@promo_streams

@StreamersRT1

#twitch #SmallStreamersConnect #twitchaffiliate
#Warzone #ApexLegends #streamers #gamer https://t.co/HcYkYWrWzo"
"Lethe, Jamaica",59,,von_waterz,2022-12-29 22:53:14+00:00,Cross progression please !!!!!! @PlayApex @Respawn @EA https://t.co/1hRyugrE0f
,475,"['apexlegends', 'twitchstreamer', 'twitch', 'gaming', 'charity']",Doctor_Utopia,2022-12-29 22:52:32+00:00,Apex Charity Stream Now!!! Let's have some fun! #apexlegends #twitchstreamer #twitch #gaming #charity https://t.co/cGxtCB2dOl
,154,,GAME_introduce7,2022-12-29 22:52:30+00:00,"Apex Legends Video Post

Apex Legends:Three people choose different legends and fight as a pair.
click the link below to watch now:

1:https://t.co/iosbILtWH3
2:https://t.co/5Lvt9e6ngX
3:https://t.co/JD3eRSfHfU"
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile', 'talkwithbecky', 'UkraineRussiaWar', 'bcafc', 'SMapologizetoJaemin']",swaggfaceyt,2022-12-29 22:52:15+00:00,I Do what I want when that @lildurk comeon🚀🐐 @PlayApex #ApexLegends #apexlegendsmobile @PlayApexMobile @swaggfaceceo #talkwithbecky #UkraineRussiaWar #bcafc #SMapologizetoJaemin https://t.co/WZ7RwcY6ub
"North Rhine-Westphalia, GER",43,,Herbsti_100,2022-12-29 22:51:44+00:00,"Apex Legends: losing is pain, but winning is pain too"
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile', 'Prabhas', 'COVID19', 'RipLegend', 'TAEHYUNGDAY']",swaggfaceyt,2022-12-29 22:51:23+00:00,"Movement God Rhapsody this what the best do 😴 @PlayApexMobile #ApexLegends #apexlegendsmobile @PlayApex  @PlayApexEsports
#Prabhas #COVID19 #RipLegend #TAEHYUNGDAY https://t.co/HGsYwNFViU"
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile']",swaggfaceyt,2022-12-29 22:49:19+00:00,I Do what I want when that @lildurk comeon🚀🐐 @PlayApex #ApexLegends #apexlegendsmobile @PlayApexMobile @swaggfaceceo https://t.co/EPX1u2FbBL
,3081,,NighteStudios,2022-12-29 22:49:04+00:00,@MischiArt @PlayApex Thank you!
,251,,JTNap6,2022-12-29 22:47:55+00:00,@NotSweetLayyy @PlayApex Me and the IRL have been saying this forever. Ranked duos and instead of 1 ranked map for half the season switch between all maps every day or on a 2-6 hr timer.
,11,"['ApexLegends', 'PS5Share', 'Trending', 'TikTok']",burner_sage,2022-12-29 22:47:47+00:00,Check out my latest TikTok! Sweet caustic clip #ApexLegends #PS5Share #Trending #TikTok https://t.co/cLoRa0Lldg
,149,"['ApexLegends', 'ApexLegendsFanart', 'ApexArt', 'Apex', 'Bloodhound', 'drawing', 'pen']",RandomO16347524,2022-12-29 22:46:57+00:00,"Bored at work. Went and drew Bloodhound 😋
#ApexLegends #ApexLegendsFanart #ApexArt #Apex #Bloodhound #drawing #pen https://t.co/3RTFrYtBsD"
United Kingdom,409,,fluentmartin,2022-12-29 22:46:32+00:00,@ScanGaming @Razer I would test out Apex Legends in high resolution.
,202,"['PlayApex', 'Apex', 'ApexLegends', 'Twitch', 'Live', 'Stream']",ton1streams,2022-12-29 22:46:32+00:00,"Drinking Too Much Water and Oneclipping People!

#PlayApex #Apex #ApexLegends #Twitch #Live #Stream 

https://t.co/VQA9723rP1"
"Toronto, Ontario",41,"['ApexLegends', 'apexlegendsmobile']",swaggfaceyt,2022-12-29 22:46:06+00:00,Movement God Rhapsody this what the best do 😴 @PlayApexMobile #ApexLegends #apexlegendsmobile @PlayApex  @PlayApexEsports https://t.co/dRYwHAYKwh
ᓚᘏᗢ,43,,soyoigert,2022-12-29 22:46:04+00:00,@autdumbb @PlayApex the cutest https://t.co/5QnBUF2Jmo
Controller Player Since '03,4699,['ApexLegends'],SaveParagon,2022-12-29 22:45:04+00:00,What does this mean ? New to apex like brand new ! My first pack opened ever ? @PlayApex @FaZeApex #ApexLegends @ImperialHal what this mean ? https://t.co/jF6l1pEurW
Dallas Tx ,3137,['PS4live'],DecoyGodx,2022-12-29 22:44:37+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/gFYWvurB1p
,4,"['ApexLegends', 'APEX', 'Xbox']",Yunies_Live,2022-12-29 22:43:22+00:00,#ApexLegends #APEX #Xbox WATTSON IS LOVE AT WORLD‘S EDGE..! (LIVE) https://t.co/HaY5TujsAa write in chat if u want to group up! https://t.co/Iqa4tejSpa
nowhere,3250,,FuckGizzles,2022-12-29 22:42:49+00:00,@alist3rr @zblzrd @TheOakHabitat @LoreDialect @FaZeBloo @draynilla @uhhShaawn @team_parallel @RSPN_Hideouts This isn’t the game? Wym its Apex Legends?
pfp by caitysecret,209,,miragesbian,2022-12-29 22:41:36+00:00,"enough 'most annoying apex legend' charts society has moved past the need for 'most annoying apex legend' besides the answers are always wrong (valk, seer for some reason???, rampart) and never correct (caustic, octane)"
"McMinnville, TN",1514,,ZeddieCampbell,2022-12-29 22:41:21+00:00,"@Ryan915 I’ll have it on off to the side while I play Apex Legends, but I’m treating like a preseason game."
,54029,,iLootGames,2022-12-29 22:41:17+00:00,@Fr0sty_T7 @iamangelito_ @PlayApex Well done!
"New Jersey, USA",125,,reneemary1971,2022-12-29 22:40:10+00:00,"December 29, 2022 https://t.co/VY32NMXAde via @YouTubeCreators @PlayApex"
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 22:39:47+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost *Ghosty seconds later turns into a ghostly figure out of mist then vanishes*
In your bed with a gun,529,,Ghosty_toasty5,2022-12-29 22:39:47+00:00,@robot52798 @Apex_The_Legend @Motivated_indiv @The_CandyGhost *Ghosty seconds later turns into a ghostly figure out of mist then vanishes*
On the Main Stage,1122,['ApexLegends'],HawKNLoaD,2022-12-29 22:39:04+00:00,"Metal af

🔴LIVE NOW #ApexLegends"
Hong Kong,400,,realgamecreeper,2022-12-29 22:38:56+00:00,Join @ParallaxStella right now on Twitch for a fun Apex Legends charity stream! 👾 https://t.co/hso0BVvhbz
⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹⊹,418,,zagical,2022-12-29 22:38:04+00:00,@Porchypoo @LxluRay_ @PlayApex dm me
,6,,leahja_,2022-12-29 22:36:48+00:00,im a simple man all i do is tweet about being ill and play apex legends
🏡,207,"['ytshorts', 'Gaming', 'YOUTUBER', 'YouTubeGamer']",kohorteS,2022-12-29 22:36:38+00:00,"@zzz_rts @BlazedRTs @FMC_RTs @PromoteAMGamers @rtsmallstreams @SupStreamers Some Apex Legends summary clips
#ytshorts #Gaming 🎮
#YOUTUBER #YouTubeGamer
https://t.co/rgrGkdpx4D"
,67,"['ApexLegends', 'playapex', 'gamer', 'gaming', 'gamingcommunity', 'goodvibes', 'smallstreamers', 'TwitchStreamers', 'TwitchAffiliates', 'birthday']",Rhythion,2022-12-29 22:36:09+00:00,"Hello Everyone :) I'm doing a birthday subathon so come by and say hello, chat and join me for some games with viewers later :)
#ApexLegends #playapex #gamer #gaming #gamingcommunity #goodvibes #smallstreamers #TwitchStreamers #TwitchAffiliates #birthday 
https://t.co/EOIA1ouKTg https://t.co/8oI81oUeXT"
"Philadelphia, PA",116,,EmbiidsLeftNut,2022-12-29 22:35:52+00:00,@HusKerrs Go play Apex Legends if you want this movement back
,22,"['youtubegaming', 'apexlegends', 'live']",solocooke,2022-12-29 22:34:59+00:00,Rankin. Diamond Loading... | Apex Legends LIVE Stream https://t.co/tYPEaNZ2P4 via @YouTube #youtubegaming #apexlegends #live
World ,320,,ViralTrunk,2022-12-29 22:34:49+00:00,Stella Plays: Apex Legends Custom Lobbies for Charity – Day 1 https://t.co/IIwGiTOSrq
MEMEOPOLIS,545,,SkeevenStudios,2022-12-29 22:34:45+00:00,@Fr0sty_T7 @iamangelito_ @PlayApex Incredible...
"Winnipeg, Manitoba",28,"['ApexLedgends', 'ApexLegends', 'apexranked']",GoDs_RiFLe,2022-12-29 22:34:24+00:00,Can seer fuck off with the ults in ranked? It’s a fucking joke to even try and fight #ApexLedgends #ApexLegends #apexranked
,215,"['apex', 'ApexLegends', 'xbox', 'XboxShare']",youngdean_,2022-12-29 22:33:31+00:00,"Ha, im ass 😓#apex #ApexLegends #xbox  #XboxShare https://t.co/S8cxN7N5tD"
"Washington, DC",184,"['TwitchDE', 'twitchgirls', 'twitchstreaming', 'smallstreamers', 'twitchaffiliate', 'Twitch', 'trovo', 'twitchstreamers', 'PS4', 'PS4live', 'trovort', 'SupportSmallStreamers', 'streamer', 'ApexLegends', 'SmallStreamersConnect']",Charlotte__Art,2022-12-29 22:33:28+00:00,"Do you want Dope Logo for your Twitch? 
HMU in DM! ❤️🔥
#TwitchDE #twitchgirls #twitchstreaming #smallstreamers #twitchaffiliate #Twitch #trovo #twitchstreamers #PS4 #PS4live #trovort #SupportSmallStreamers #streamer  #ApexLegends #SmallStreamersConnect 
@SGH_RTs

@sme_rt https://t.co/EmKJNdg04V"
"Kansas City, MO",3246,"['ApexLegends', 'Apex', 'live', 'twitchpartner']",twitchkatana,2022-12-29 22:33:18+00:00,"Almost time for the big giveaway!!!!
We are also trying apex for the first time on M&amp;K live right meow on twitch. 
Come get some good laughs while i prop shit the bed at this game. LOL
https://t.co/HDv1C7fmtS
#ApexLegends #Apex #live #twitchpartner https://t.co/0GqGjtpS0L"
"Hurricane, UT",1143,,MadaraxUchiha88,2022-12-29 22:32:26+00:00,"@seaottvrs @katriadoodles Well, there are tons of Patreon accounts profiting off of models ripped from games like Overwatch and Apex Legends and being made into porn models. Is Blizzard seeing any of that money?"
,564,['apex'],tm00271,2022-12-29 22:32:19+00:00,"@PlayApex De create SOLO BR RANK.
#apex"
,7,['PS4live'],Thatsnoneofyou4,2022-12-29 22:32:17+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/xIp7GcwBym
,50,,demonicatavism,2022-12-29 22:31:32+00:00,going jock mode today working out and playing apex legends LMAO
,87,,Porchypoo,2022-12-29 22:31:26+00:00,@zagical @LxluRay_ @PlayApex Dm me w the prices
,1,,GaliffoMadden,2022-12-29 22:30:46+00:00,@PlayApex Why am i haven’t to verse lvl 400’s and 500’s with 20 bomb and 4k as well as masters and diamonds? I just started the game I’m literally lvl 12
,4471,"['apexlegendsart', 'b3d', 'ApexLegends']",Fr0sty_T7,2022-12-29 22:29:22+00:00,"Custom Mirage 3d intro 🎨

Client: @iamangelito_

#apexlegendsart | #b3d | #ApexLegends | @PlayApex https://t.co/I4zdxoE1jJ"
,200,,dolphinitleybro,2022-12-29 22:28:38+00:00,@TeqAPEX @iLovNoodle @PlayApex Omg that ar is clean af
https://www.patreon.com/Mischi,7920,,MischiArt,2022-12-29 22:28:38+00:00,@NighteStudios @PlayApex This is so beautiful!!
"Maryville, IL",346,,Knucklehead_TTV,2022-12-29 22:28:37+00:00,@K1NG_K0TA_ @V3swayy @TAZdANDm @PlayApex Yep love them
Knowhere,14,,lightesss,2022-12-29 22:28:13+00:00,@PlayApex when are we gonna get this constant freezing and crashing fixed for @playstation players?!? The game has been unplayable for weeks😬
"Edmonton, Alberta",454,,K1NG_K0TA_,2022-12-29 22:27:48+00:00,@V3swayy Go watch @Knucklehead_TTV his overlays were made by @TAZdANDm and they do crazy work. Plus I hear they enjoy @PlayApex
Im Always Somewhere..,254,"['PS5Share', 'ApexLegends']",jaybeans821,2022-12-29 22:27:26+00:00,"Don't ya just hate when stuff like this happens?                                                                         #PS5Share, #ApexLegends https://t.co/PUovgNPwYD"
"Madison, Wisconsin",71,,coldpizza93,2022-12-29 22:27:17+00:00,@PlayApex  can we start giving penalties for doing before you banner times out cause the dc as soon as your downed because you pushed alone culture needs to be punished
"Kapolei, HI",146,['PS4live'],808KurryKatsu,2022-12-29 22:27:11+00:00,Check out my broadcast from my PlayStation 4! #PS4live (Apex Legends)  live at https://t.co/G2vvEAFEIJ
"Monterey, CA",80,,zRiot_,2022-12-29 22:27:04+00:00,"@TeqAPEX @PlayApex Ayo! You gotta help the little man, he's in danger of a temperrshot @PlayApex"
"North Carolina, USA",342,"['IGN', 'Apex']",JamericanTTV,2022-12-29 22:26:29+00:00,#IGN is now streaming #Apex Legends https://t.co/fVgvi5jvlE
,35,,Dubzl2,2022-12-29 22:26:29+00:00,"@PlayApex You haven't touched rev in 18 MONTHS BUFF HIM OR REWORK HIS ULT OR SOMETHING, ANYTHING"
"Pennsylvania, USA",57,,Wabbittier,2022-12-29 22:26:16+00:00,Live now on Twitch! Playing Apex Legends Mobile https://t.co/hKqHgdQHS1
Australia ,868,,prozeq,2022-12-29 22:25:32+00:00,@xLimmitless @PlayApex you never disappoint
,130,"['ApexLegends', 'ApexLedgends', 'gaming', 'gamer', 'live', 'livestream', 'livestreaming', 'streamer', 'StreamingNow', 'SupportSmallStreams', 'SupportSmallerStreamers']",MNG_DrJebis,2022-12-29 22:24:54+00:00,Finally got sub and bit tier badges! Come check em out! Also Subathon Jan 1st!!! https://t.co/1I9wVyDGxJ #ApexLegends #ApexLedgends #gaming #gamer #live #livestream #livestreaming #streamer #StreamingNow #SupportSmallStreams #SupportSmallerStreamers
Timezone Asia/Tokyo (GMT+9),266,"['ApexLegends', 'マップローテーション']",MapRotationBot,2022-12-29 22:23:41+00:00,"Current:
Olympus at 07:00-08:00

Next:
World's Edge at 08:00-09:00

#ApexLegends #マップローテーション"
,140,,hafiz_ceo,2022-12-29 22:23:31+00:00,@GLYTCHEnergyGG definitely Apex Legends
,0,,Rosegameshare,2022-12-29 22:23:31+00:00,Tried Editing!Let Me Know How I Did!                                                   A Teammate Sent From The Gods! |~| Apex Legends https://t.co/1yACtSf4qZ via @YouTube
,234,,RazBor0,2022-12-29 22:23:17+00:00,@Grrted @PlayApex British man waking up this morning to ratio a billion dollar company https://t.co/F0tPrNTtOM
In your heart,1949,,ZytinVT,2022-12-29 22:23:10+00:00,"Streaming live Naraka bladepoint and Apex Legends with @LunaAmnesia 

https://t.co/BYoDrIIVOl"
