Username,Datetime,Text
jst_murphy,2022-12-01 23:58:59+00:00,Thanks Show Dem Camp for spending 352 minutes with me in 2022. I couldn’t stop listening to Bad Design. #SpotifyWrapped https://t.co/B2DUK27VwU
Angel_roso10,2022-12-01 23:58:59+00:00,"Thanks The Pineapple Thief for spending 4,791 minutes with me in 2022. I couldn’t stop listening to Far Below. #SpotifyWrapped https://t.co/Uje9g8Md77"
XevoreQ,2022-12-01 23:58:58+00:00,"JA PIERDOLE A NA SPOTIFY WRAPPED MIAŁEM GO NA 1 MIEJSCU 💀💀💀💀

(mimo że więcej razy słuchałem innych artystów xd) https://t.co/bXqcHFVsbE"
Jamppa,2022-12-01 23:58:57+00:00,Thanks @kylieminogue or spending 619 minutes with me in 2022. I couldn’t stop listening to Dance Floor Darling. #SpotifyWrapped https://t.co/UKpzBCK1Ai
MeyerTT7th,2022-12-01 23:58:57+00:00,"wait the spotify wrapped has like… a tiktok? a song tiktok?

applying that format to music seems like a really bad idea for like every purpose besides making money https://t.co/vUPM9GeWiE"
JPCherouvrier,2022-12-01 23:58:57+00:00,Merci Röyksopp pour ces 856 minutes passées ensemble en 2022. J'ai écouté Keyboard Milk en boucle. #SpotifyWrapped https://t.co/upJSrjcDf9
JoshSource,2022-12-01 23:58:56+00:00,Thanks @ygofficialblink for spending 381 minutes with me in 2022. I couldn’t stop listening to Pink Venom. #SpotifyWrapped https://t.co/6vwG3gv5p3
_leahcowling,2022-12-01 23:58:56+00:00,spotify wrapped feels a bit like recounting one of your dreams in great detail to someone who isn’t at all interested and just wants to tell you what THEIR dream was
CastroKarsyn,2022-12-01 23:58:56+00:00,Thanks Black Gryph0n for spending 543 minutes with me in 2022. I couldn’t stop listening to Heaven 2 Hell. #SpotifyWrapped https://t.co/pt8ugqRu1B
Concentra987,2022-12-01 23:58:56+00:00,"Danke für die 2.114 Minuten, die wir im Jahr 2022 zusammen verbracht haben, Musica Antiqua Köln. Ich konnte einfach nicht genug von Concerto in F Major, S. 235: V. Allegro bekommen. #SpotifyWrapped https://t.co/c1NCbl9Uk6"
97_mentality,2022-12-01 23:58:55+00:00,My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/tZImXy7vtr @Rome_Streetz
1cutieshy3,2022-12-01 23:58:55+00:00,Thanks @imaginedragons for spending 849 minutes with me in 2022. I couldn’t stop listening to #1. #SpotifyWrapped https://t.co/jX2lS3Ee3f
xHoodratmessiah,2022-12-01 23:58:54+00:00,"Thanks Defeater for spending 3,191 minutes with me in 2022. I couldn’t stop listening to Bastards. #SpotifyWrapped https://t.co/OuuAHJUvBV"
richcap20,2022-12-01 23:58:54+00:00,"Thanks Phillies Talk: A Philadelphia Phillies Podcast for being my top podcast on @Spotify this year. I loved all 1,004 minutes of it. #SpotifyWrapped https://t.co/pN2BjITnhq"
rdputrii_,2022-12-01 23:58:53+00:00,"Terima kasih, Mahen, karena sudah menghabiskan 2.637 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Ldr. #SpotifyWrapped https://t.co/jG0EMseupm"
Onuxion,2022-12-01 23:58:53+00:00,Thanks Tom MacDonald for spending 649 minutes with me in 2022. I couldn’t stop listening to The System. #SpotifyWrapped https://t.co/PPG95vYu6C
salonesadza,2022-12-01 23:58:53+00:00,"Asake has my heart frrrr🤣♥️🔊

My top artist of 2022. Who was yours? #SpotifyWrapped  https://t.co/j7xx8OQblY"
ttoreek,2022-12-01 23:58:53+00:00,"Thanks Distractible for being my top podcast on @Spotify this year. I loved all 4,804 minutes of it. #SpotifyWrapped https://t.co/ei7tdTFEdu"
Koen_Dava,2022-12-01 23:58:52+00:00,Thanks Smokie for spending 205 minutes with me in 2022. I couldn’t stop listening to Don't Play Your Rock'n'roll to Me. #SpotifyWrapped https://t.co/1VgyqONeia
dannaban184,2022-12-01 23:58:52+00:00,@levijjk Hii @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?
Er0suda,2022-12-01 23:58:52+00:00,Thanks @atsuover for spending 370 minutes with me in 2022. I couldn’t stop listening to POUR IT OUT OF ME. #SpotifyWrapped https://t.co/rDHk7t2C5E
Cowbabyqueen,2022-12-01 23:58:49+00:00,"Terima kasih, @treasuremembers, karena sudah menghabiskan 1.390 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan DARARI. #SpotifyWrapped https://t.co/1W1CBOco4c"
APath1,2022-12-01 23:58:49+00:00,Thanks Snoh Aalegra for spending 100 minutes with me in 2022. I couldn’t stop listening to I Want You Around. #SpotifyWrapped https://t.co/S1WgWB9GLa
FREEPAL75667074,2022-12-01 23:58:48+00:00,Thanks SCRUBB for spending 698 minutes with me in 2022. I couldn’t stop listening to ลึก ลึก (Deep). #SpotifyWrapped https://t.co/iJc4Ltq8Zx
sippinthewok,2022-12-01 23:58:47+00:00,"Thanks @1gunnagunna for spending 8,126 minutes with me in 2022. I couldn’t stop listening to idk that bitch (feat. G Herbo). #SpotifyWrapped https://t.co/kvLcAbmVol"
sneaky_rat_,2022-12-01 23:58:47+00:00,spotify wrapped is cyber bullying
elishaeric,2022-12-01 23:58:47+00:00,"Thanks Sauti Sol for spending 2,225 minutes with me in 2022. I couldn’t stop listening to Mbozi Za Malwa. #SpotifyWrapped https://t.co/EjSYEBAIQh"
largo17,2022-12-01 23:58:45+00:00,"Thanks El mañana for being my top podcast on @Spotify this year. I loved all 1,567 minutes of it. #SpotifyWrapped https://t.co/lOtUiWNaSZ"
Jgoody0824,2022-12-01 23:58:44+00:00,Thanks @muse for spending 980 minutes with me in 2022. I couldn’t stop listening to Survival. #SpotifyWrapped https://t.co/0CfKXHE9JC
zgrcsknkmngl,2022-12-01 23:58:44+00:00,"Furkan Özdemir, 2022'de benimle 289 dakika geçirdiğin için teşekkür ederim. İstemem şarkını dinlemeye doyamadım. #SpotifyWrapped https://t.co/ncolnfzLhh"
Andreadn34,2022-12-01 23:58:44+00:00,"You know you’re a @McLarenF1 @LandoNorris @f1 supporter when It’s Friday Then is on Your Top Songs 2022 list 🤭🤭🤭🧡
#McLaren #LN4 #RadioCheck #F1 #SpotifyWrapped  #PapayaPride https://t.co/GjDbVEjyh5"
berryhyih0,2022-12-01 23:58:44+00:00,"Thanks @stray_kids for spending 3,308 minutes with me in 2022. I couldn’t stop listening to Mixtape#1. #SpotifyWrapped https://t.co/nA3kGutGg0"
kayceeees,2022-12-01 23:58:43+00:00,Thanks @ygofficialblink for spending 698 minutes with me in 2022. I couldn’t stop listening to Pink Venom. #SpotifyWrapped https://t.co/lVtPHjTmpm
Karla378110162,2022-12-01 23:58:41+00:00,"Thanks @iamkevingates for spending 263 minutes with me in 2022. I couldn’t stop listening to Time for That. #SpotifyWrapped https://t.co/H2gupIC8MX 

Lolll my fav song😭🖤"
RichardUkwu,2022-12-01 23:58:41+00:00,Thanks @eminem for spending 740 minutes with me in 2022. I couldn’t stop listening to From The D 2 The LBC (with Snoop Dogg). #SpotifyWrapped https://t.co/SU7Ai6YETz
DerpaTure_,2022-12-01 23:58:41+00:00,@Zingus5 my Spotify wrapped just made me feel bad
mlyce_abdl,2022-12-01 23:58:41+00:00,"si j’écoutais de la musique sur spotify, mon spotify wrapped serait une catastrophe"
nenenanchan,2022-12-01 23:58:40+00:00,using performance enhancing drugs for spotify wrapped (sleep playlist)
putonix24,2022-12-01 23:58:40+00:00,Prefiero que me haya salido Bad Bunny en mi Spotify Wrapped a que me haya salido Morat
j_iiilll,2022-12-01 23:58:39+00:00,ขอบคุณ Tilly Birds ที่ใช้เวลา 697 นาทีกับฉันในปี 2022 ฉันฟัง ถ้าเราเจอกันอีก (Until Then) ไม่เบื่อเลย #SpotifyWrapped https://t.co/Is86GOTgxe
CarwynJThomas,2022-12-01 23:58:39+00:00,"Ok so I seem to listen to a lot of podcasts but what’s your favourite podcasts? 

#podcasts #SpotifyWrapped #WorldCup #history #PoliticsToday #rugby #intelligence #Travel https://t.co/sEoAeWCZ2B"
Conor96606200,2022-12-01 23:58:37+00:00,Thanks @ggyoungboy for spending 527 minutes with me in 2022. I couldn’t stop listening to Murder Business. #SpotifyWrapped https://t.co/wlvSMgglY0
HAllchin,2022-12-01 23:58:37+00:00,"This is what my 2022 sounded like on @Spotify. Get your #SpotifyWrapped now! 
https://t.co/eF1FNqd2kh"
JeanCoyc,2022-12-01 23:58:37+00:00,"@lanadelrey, спасибо за 2 009 мин., которые мы вместе провели в 2022 году. У меня постоянно играл трек «Art Deco». #SpotifyWrapped https://t.co/e8AGYHGDZv"
minaminomano,2022-12-01 23:58:37+00:00,"@spotifycharts @btschartdata Hello @Spotify @SpotifyCares, may we have some explanation in regards to the removal of streams of ""Left and Right"" &amp; ""My Universe"" from Jungkook's &amp; BTS' tally in #SpotifyWrapped      , considering these are their songs as much as their collaborators? Please respond asap!"
kanecarpentier1,2022-12-01 23:58:36+00:00,Thanks Coheed and Cambria for spending 538 minutes with me in 2022. I couldn’t stop listening to The Liars Club. #SpotifyWrapped    https://t.co/0mbXa07Wq9
pambudiajie,2022-12-01 23:58:36+00:00,Thanks @greenday for spending 252 minutes with me in 2022. I couldn’t stop listening to Good Riddance (Time of Your Life). #SpotifyWrapped https://t.co/o3ZluLVi0o
Hawtz_,2022-12-01 23:58:36+00:00,:) #SpotifyWrapped https://t.co/u4QHTmGfUP
rqponm0912,2022-12-01 23:58:36+00:00,"不能不愛啦❤️‍🔥❤️‍🔥

謝謝〈好味小姐開束縛我還你原形〉成為今年我在 @Spotify 上最常聽的 Podcast。我很享受那 10,091 分鐘的收聽時光。#SpotifyWrapped https://t.co/99BbkMdMF6"
Aile_F1,2022-12-01 23:58:35+00:00,My top song of 2022. What was yours? #SpotifyWrapped  https://t.co/OhEOEG2qJc
jettyyboop,2022-12-01 23:58:35+00:00,DO YOUR SHITS RIGHT @Spotify @spotifycharts #SpotifyCorrupt #SpotifyWrapped
Darmiye1,2022-12-01 23:58:35+00:00,Thanks @xxxtentacion for spending 392 minutes with me in 2022. I couldn’t stop listening to Jocelyn Flores. #SpotifyWrapped https://t.co/VLXS2uffsG
dereckgamer05,2022-12-01 23:58:34+00:00,"Mi spotify wrapped con anuel, bad, mora y eladio no fallaron. Para acabar Moscow Mule fue la más escuchada."
Nawawawi2,2022-12-01 23:58:33+00:00,"Thanks @rexorangecounty for spending 1,191 minutes with me in 2022. I couldn’t stop listening to Pluto Projector. #SpotifyWrapped https://t.co/r90AJAFfed"
Valeria21641697,2022-12-01 23:58:33+00:00,"고맙습니다, @bts_bighit, 2022년에 1,551분 동안 나와 함께 있어줘서. 누구의 말을 들어도 멈추지 않았어 (feat. BTS). #SpotifyWrapped https://t.co/h6LEHl7bSv"
BidoofB,2022-12-01 23:58:32+00:00,"Thanks @arcticmonkeys for spending 2,611 minutes with me in 2022. I couldn’t stop listening to Knee Socks. #SpotifyWrapped https://t.co/RJudofoZG8"
paulct64,2022-12-01 23:58:32+00:00,"Thanks Calva Louise for spending 1,015 minutes with me in 2022. I couldn’t stop listening to Trial. #SpotifyWrapped https://t.co/C74cSwVBfR"
jponder82,2022-12-01 23:58:32+00:00,"Thanks @ChrisWebby for spending 1,782 minutes with me in 2022. I couldn’t stop listening to Friend Like Me. #SpotifyWrapped https://t.co/8btfft8M5N"
HalfPintLep,2022-12-01 23:58:32+00:00,"Thanks @nfrealmusic for spending 1,045 minutes with me in 2022. I couldn’t stop listening to Can You Hold Me. #SpotifyWrapped https://t.co/kIoEbNjmfa"
AlexMunfrada,2022-12-01 23:58:31+00:00,"Thanks Shiki-TMNS for spending 3,242 minutes with me in 2022. I couldn’t stop listening to Thigh High. #SpotifyWrapped https://t.co/XIi0hiAeRX"
_julilac,2022-12-01 23:58:30+00:00,"Thanks @marinadiamandis for spending 1,170 minutes with me in 2022. I couldn’t stop listening to Buy the Stars. #SpotifyWrapped https://t.co/D6bOhQYckp"
_watermelon_89,2022-12-01 23:58:30+00:00,"Thanks Abierta Mente for being my top podcast on @Spotify this year. I loved all 1,600 minutes of it. #SpotifyWrapped https://t.co/wUOwjevkOC"
TejasD3108,2022-12-01 23:58:29+00:00,"Thanks @diljitdosanjh for spending 2,447 minutes with me in 2022. I couldn’t stop listening to Lemonade. #SpotifyWrapped https://t.co/gLQMpsHh40"
FyreHosee,2022-12-01 23:58:28+00:00,Due to popular demand FyreHose is releasing the #SpotifyWrapped shout out @Royal2 https://t.co/SBIdScZ8e5
notalizrd,2022-12-01 23:58:28+00:00,Just a reminder that between Nov 1 and Dec 31 you can hyper-fixate on music as much as you want without it interfering with your Spotify wrapped
KiryuTeh,2022-12-01 23:58:28+00:00,"I think i have a problem lol but i can't help it all sonic songs are bope Thanks SEGA SOUND TEAM for spending 3,317 minutes with me in 2022. I couldn’t stop listening to Supporting Me ...for Biolizard. #SpotifyWrapped https://t.co/loABBxaT4b"
ItsDVa12,2022-12-01 23:58:26+00:00,"Thanks @ygofficialblink for spending 5,835 minutes with me in 2022. I couldn’t stop listening to Pink Venom. #SpotifyWrapped https://t.co/ru84ZqQGUZ"
Svenne7777,2022-12-01 23:58:25+00:00,"Bedankt Yelawolf, dat je in 2022 632 minuten met mij hebt doorgebracht. Ik bleef maar luisteren naar Rock &amp; Roll Baby. #SpotifyWrapped https://t.co/LhNMbj8Gpp"
em7_nicole,2022-12-01 23:58:23+00:00,"Thanks @murderwmhusband for being my top podcast on @Spotify this year. I loved all 3,590 minutes of it. #SpotifyWrapped https://t.co/9aqAMfuEL7"
Kailey58998771,2022-12-01 23:58:23+00:00,Thanks @enhypen_members for spending 601 minutes with me in 2022. I couldn’t stop listening to Tamed-Dashed. #SpotifyWrapped https://t.co/AqWk7XP7tK
Annisaftr171,2022-12-01 23:58:22+00:00,"Terima kasih, UN1TY, karena sudah menghabiskan 857 menit bersama saya di 2022. Saya tidak bisa berhenti mendengarkan Baby. #SpotifyWrapped https://t.co/MFMZwUmBZY"
BliTzz_Staya,2022-12-01 23:58:21+00:00,"Thanks Josh A for spending 3,669 minutes with me in 2022. I couldn’t stop listening to Revenge. #SpotifyWrapped https://t.co/KgKsDO7k5S"
Unknownfox7,2022-12-01 23:58:20+00:00,Thanks @billieeilish for spending 432 minutes with me in 2022. I couldn’t stop listening to Happier Than Ever - Edit. #SpotifyWrapped https://t.co/6eBrqBMZ9x
hanoufmae,2022-12-01 23:58:20+00:00,"Thanks @dojacat for spending 1,242 minutes with me in 2022. I couldn’t stop listening to Freaky Deaky. 🫶🏼🫶🏼🫶🏼 #SpotifyWrapped https://t.co/FtSnGWthh9"
mayannriv,2022-12-01 23:58:20+00:00,My top song of 2022. What was yours? #SpotifyWrapped  https://t.co/W0h8GMEQND
mr_akawnting,2022-12-01 23:58:19+00:00,aanhin ko ang spotify wrapped kung playlist sa youtube naman trip ko  😂 https://t.co/AHQvRktkwL
oreoGOLDENSTAN,2022-12-01 23:58:19+00:00,@dreamxmendes @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power
zahyonofficial,2022-12-01 23:58:19+00:00,Some of bey’s haters cant post their spotify wrapped cos Bey is on their top 5.
KNinjita,2022-12-01 23:58:19+00:00,"These were the songs I had on repeat this year. What were yours? #SpotifyWrapped 
https://t.co/UIOk5ypAPQ"
HollyLawson_X,2022-12-01 23:58:18+00:00,Extremely disappointed the #ShaggedMarriedAnnoyed was not in my Spotify wrapped this year. Ive only been listening to it ever day @IAmChrisRamsey
Timebomb742,2022-12-01 23:58:18+00:00,Spotify 2022 wrapped https://t.co/M46yuICTgS
puyobean1,2022-12-01 23:58:18+00:00,"Thanks TUYU for spending 1,341 minutes with me in 2022. I couldn’t stop listening to It's Raining After All. #SpotifyWrapped https://t.co/ikQvaXEgbz"
William95763104,2022-12-01 23:58:18+00:00,"Thanks @jypetwice for spending 3,116 minutes with me in 2022. I couldn’t stop listening to Signal. #SpotifyWrapped https://t.co/4ARtjF8MSH"
serdalyalcin01,2022-12-01 23:58:18+00:00,"Emir Can İğrek, 2022'de benimle 3.253 dakika geçirdiğin için teşekkür ederim. Muhalif şarkını dinlemeye doyamadım. #SpotifyWrapped https://t.co/eruTxGWun4"
EprimeJ,2022-12-01 23:58:17+00:00,"Thanks Choro Club for spending 1,571 minutes with me in 2022. I couldn’t stop listening to ネオ・ヴェネツィアの水彩画. #SpotifyWrapped    https://t.co/rtcbNSjnvU"
hikittyonweed,2022-12-01 23:58:17+00:00,"Ik zit nooit op Twitter, maar hier ben ik weer met m’n spotify wrapped. Niemand boeit, maar goed. https://t.co/kW24OIPs7P"
purplelife07,2022-12-01 23:58:17+00:00,"@thvmnk Hey! @Spotify @SpotifyCares
We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?

Thanks!"
Jasmine19901,2022-12-01 23:58:16+00:00,"Thanks @chrisbrown for spending 8,026 minutes with me in 2022. I couldn’t stop listening to Iffy. #SpotifyWrapped https://t.co/GpazESkeAo"
a_asariel,2022-12-01 23:58:15+00:00,"Danke für die 38 Minuten, die wir im Jahr 2022 zusammen verbracht haben, @tiesto. Ich konnte einfach nicht genug von The Motto bekommen. #SpotifyWrapped https://t.co/pmhdTEO8rd"
rafaelsales,2022-12-01 23:58:15+00:00,"Thanks @joerobinson1 for spending 2,021 minutes with me in 2022. I couldn’t stop listening to Into The Blue. #SpotifyWrapped https://t.co/YLkzzPsnuG"
Indigo7btsarmy,2022-12-01 23:58:14+00:00,@almitrrrrah @PLAYYPENN Spotify wrapped ends by the end of November (if I'm not wrong) Streams from now on should be included for next year
leitch_joanna,2022-12-01 23:58:14+00:00,"Thanks @bts_bighit for spending 8,145 minutes with me in 2022. I couldn’t stop listening to Dynamite. #SpotifyWrapped https://t.co/zMmAiuqQ2M"
iSaaamuel,2022-12-01 23:58:13+00:00,"Según mi Spotify wrapped, lo que más escuché este año fue a las mujeres mentir"
asneakyboi101,2022-12-01 23:58:13+00:00,"Thanks Jeff Kaale for spending 2,066 minutes with me in 2022. I couldn’t stop listening to Pillow Talk. #SpotifyWrapped https://t.co/JeBegp3jYF"
ItsSuzu17,2022-12-01 23:58:13+00:00,"Thanks @jypetwice for spending 731 minutes with me in 2022. I couldn’t stop listening to SCIENTIST. #SpotifyWrapped https://t.co/ieXwzmihqi

Yes I’m a kpop stan😃 so what?"
hookahlips,2022-12-01 23:58:12+00:00,Thanks @temsbaby for spending 300 minutes with me in 2022. I couldn’t stop listening to Essence (feat. Tems). #SpotifyWrapped https://t.co/jtKTPM1bZN
amcicarella,2022-12-01 23:58:12+00:00,"Thanks #Euphomet for being my top podcast on @Spotify this year. I loved all 1,161 minutes of it. #SpotifyWrapped https://t.co/EfYa23WGwn"
Dam06017561,2022-12-01 23:58:11+00:00,@levijjk Hello @Spotify @SpotifyCares We are waiting for your explanation on why you removed “Left and Right” from Jungkook and “My Universe” from BTS on Spotify Wrapped this year. Both songs are equally theirs. Are you really that scared of their power?!
Blinder_byday3,2022-12-01 23:58:11+00:00,"Thanks @harry_styles for spending 1,329 minutes with me in 2022. I couldn’t stop listening to Golden. #SpotifyWrapped https://t.co/lDjDjrKcI8"
